relato;area;urgencia
O app não abre desde desde o mês passado. Já limpei cache e dados do app. Quero resolver antes q vire um problema maior.;conta;media
Boleto da parcela não gerou e vence amanhã. Quero entender a diferença no valor.;emprestimo;alta
Opa, tudo bem. Alguém usou meus documentos pra abrir conta. Usaram meus dados fraudulentamente. Preciso do estorno porque o valor é alto.;conta;alta
Estão usando meus dados pra abrir contas em outros bancos. Preciso proteger meu CPF.;seguranca;alta
Preciso do contrato do empréstimo. No app só mostra parcela, não o total.;emprestimo;baixa
Aplicação de 39 reais em Tesouro Selic não aparece na carteira. Preciso saber onde tá meu dinheiro. Valeu.;investimento;alta
Preciso fechar minha conta e transferir saldo. Não quero que cobrem tarifa depois. Só pra eu saber.;conta;baixa
Olá. Abriram conta no meu nome sem autorização. Nunca fui cliente, quero que encerrem. Seria bom resolver essa semana.;conta;media
Condições do empréstimo mudaram depois que assinei. Preciso de correção. Obrigado desde já.;emprestimo;baixa
Tão cobrando TED sendo que deveria ser grátis. Quero estorno e cancelamento. Att, {nome}.;conta;media
Mudei de cidade e quero atualizar cadastro. Como faço pelo app.;cadastro;baixa
Eae. Qual a diferença de limite pix noturno e diurno?. Vi propaganda sobre isso. Só pra eu saber.;pix;baixa
Olá. Minha fatura veio com 109 reais a mais. Quero explicação detalhada dessa cobrança.;cartao;media
Boa noite. Meu número antigo não funciona mais. Tenho novo número. Preciso de retorno.;cadastro;baixa
Taxa do contrato é diferente da simulação. Tenho print da simulação.;emprestimo;media
Eae. Cancelei assinatura da Shein hoje à tarde e continuam cobrando. Toda fatura vem a mesma cobrança. Espero que resolvam.;cartao;media
Ontem à noite enviei R$ 28.271,49 por pix. e o dinheiro sumiu, ñ chegou no destino e não voltou pra mim. Se puderem olhar com atenção.;pix;media
Olá. Solicitei devolução pelo MED e o prazo passou. Preciso do dinheiro de volta. Aguardo retorno.;pix;media
Fiz um pix d R$ 48 e mandei pra chave errada. A pessoa não quer devolver.;pix;alta
Fui xingado pelo atendente quando reclamei. Tenho print da conversa.;atendimento;media
Quero cancelar cartão de crédito mantendo a conta. Não achei opção no app. Não é nada urgente.;cartao;baixa
Débito automático da conta de luz não foi feito. Quero cancelar tudo e pagar manualmente. Grato.;conta;media
Quero cancelar débito automático e o app não permite. Tô com conta atrasada por culpa do banco.;conta;media
Olá. Cobrança de pacote de serviços que não contratei. A conta era isenta de tarifas. Preciso de uma solução em breve. Valeu.;conta;media
Protocolo 883134189 aparece inexistente. Como não gera? É obrigatório. Sem pressa. Aguardo retorno.;atendimento;baixa
Tô esperando retorno há mais de 5 dias. Ninguém dá posição. Tá me atrapalhando.;atendimento;media
O banco bloqueou minha conta alegando irregularidade. Preciso do meu dinheiro urgente.;conta;alta
Não consigo mais entrar na conta e não fui eu que troquei a senha. Preciso bloquear tudo. Tô sem conseguir pagar minhas contas por causa disso. Podem me ajudar?;seguranca;alta
E aí pessoal. Contrato do empréstimo tem cláusulas diferentes do combinado. Quero rever as condições.;emprestimo;media
Fiz TED há duas semanas e banco destino diz que não recebeu. Preciso que rastreiem. Tão descontando dinheiro da minha conta sem autorização.;conta;alta
Quero saber sobre antecipação do FGTS. Qual a taxa. Quando puderem me responder. Agradeço a atenção.;emprestimo;baixa
Pedi primeiro cartão e já passou do prazo. No app mostra enviado mas não recebi. É mais pra controle mesmo. O que eu faço?;cartao;baixa
Oi gente. Contratei empréstimo e me arrependi, quero cancelar. Quero cancelamento e apuração.;emprestimo;alta
Quanto fica parcela de 2908 reais em 44 vezes?. Preciso de 2908 reais pra reforma.;emprestimo;baixa
Meu cartão não tá passando nas maquininhas. Funciona em algumas lojas e em outras não. Não posso ficar sem acesso à minha conta.;cartao;alta
Oi gente. Preciso do comprovante de pix que fiz há duas semanas. Preciso mostrar pro fornecedor que paguei. Quando puderem me responder. Espero uma solução.;pix;baixa
Tô esperando retorno há mais de 7 dias. Já liguei várias vezes. Obrigada.;atendimento;media
Boa tarde. Sistema do banco tá instável. Não é só comigo.;atendimento;media
Prazo de resposta estourou e ninguém se manifestou. Ninguém dá posição.;atendimento;media
Olá. Chamado fechado sem solução real. Toda vez abrem chamado novo em vez de resolver o antigo. Grato.;atendimento;media
Estão usando meus dados pra abrir contas em outros bancos. Preciso de boletim d ocorrência.;seguranca;alta
Oi gente. Meu cartão físico parou de funcionar. Tenho limite disponível e não entendo o que houve. Preciso resolver porque tô perdendo dinheiro.;cartao;alta
Olá. Fiz pix de R$ 11,67 e o app cobrou duas vezes. Preciso do estorno da cobrança duplicada. Espero que resolvam.;pix;alta
Descontaram 2855 reais de empréstimo q nunca fiz. Quero estorno imediato.;emprestimo;alta
Compra de R$102,88 na um posto de gasolina tá aparecendo duplicada na fatura. Quero que removam a duplicata.;cartao;media
Minha senha parou de funcionar. Quando peço redefinição não chega o código. Se demorar mais vai complicar.;conta;media
Boa tarde. Mandei pro canal errado e pedem de novo. Primeiro RG depois CNH agora selfie.;atendimento;media
Abri processo no Procon e quero posição. Já faz agora pouco.;atendimento;alta
Quero diversificar além da poupança. Quero entender qual rende mais com segurança. Preciso de retorno.;investimento;baixa
Olá. quero cadastrar email como chave pix mas dá erro. diz q já tá em uso em outro banco.;pix;baixa
Fiz um pix de R$2.209,57 e mandei pra chave errada. Era pra pagar meu aluguel e agora não tenho como. Preciso que bloqueiem as transações fraudulentas.;pix;alta
Boa tarde. Carteira de investimentos zerou do nada. O dinheiro saiu e não voltou. Att.;investimento;alta
Ligações suspeitas com info da minha conta. Estão usando meus dados pra golpe.;atendimento;alta
Oi. Celular foi furtado e precisam bloquear acesso. Não sei se tinham biometria. Podem me ajudar?;seguranca;alta
Meu pix agendado foi recusado sem motivo. Vai gerar multa pra mim.;pix;alta
Preciso de documento comprovando que não devo nada. O banco pode emitir.;conta;baixa
Meu número antigo nao funciona mais. Tenho novo número.;cadastro;baixa
Esqueci minha senha e quero redefinir. Quanto tempo demora. Não posso ficar sem acesso à minha conta. Espero uma solução.;seguranca;alta
Oi. Alguém mudou o email e telefone da minha conta. Preciso reverter. Não posso ficar sem acesso à minha conta.;seguranca;alta
Olá. O app dá falha de autenticação quando abro. Já limpei cache e dados do app.;conta;media
Imposto sobre dividendos veio maior. Valor informado era outro. Quero resolver antes q vire um problema maior.;investimento;media
Como faço pra abrir conta MEI. Qual documentação.;cadastro;baixa
Quero saber quais dados o banco armazena sobre mim. É meu direito. Att, {nome}.;cadastro;media
Reclamei no Reclame Aqui e sem retorno. Quero que se manifestem. Já faz um tempo e nao resolveram.;atendimento;media
Como funciona a poupança?. Posso fazer pelo app. ñ tem pressa nenhuma. Agradeço a atenção.;conta;baixa
App não aceita minha biometria. Funcionava antes.;seguranca;media
Oi. Token de segurança parou de funcionar. Preciso do token pra transferência. É mais pra controle mesmo. Grato.;seguranca;baixa
Oi gente. Tentei várias vezes atualizar e não vai. Preciso atualizar pra receber cartão.;cadastro;media
Perdi cartão e não consigo bloquear pelo app. O app dá operação não permitida quando tento bloquear. Preciso do estorno porque o valor é alto.;cartao;alta
Eae. Fizeram pix da minha conta de madrugada. Preciso de estorno. Gostaria de um retorno essa semana.;pix;media
Mudei de nome e quero atualizar nos documentos do banco. Qual o processo.;cadastro;media
Funcionário contratou sem autorização. Quero cancelamento e apuração. Tô sem conseguir pagar minhas contas por causa disso.;emprestimo;alta
Sou iniciante, que produto recomendam?. Quero entender qual rende mais com segurança.;investimento;baixa
Estornaram R$ 106,60 do pix que eu tinha recebido. O dinheiro já era meu.;pix;alta
Meu cartão tem seguro viagem?. Como faço pelo app.;cartao;baixa
Meu limite de pix foi reduzido sem aviso. Antes era mais alto e diminuíram sem explicar. Quero só entender melhor. Att, {nome}.;pix;baixa
Opa, tudo bem. Notificações de conta que não é minha. Nunca fui cliente, quero que encerrem.;conta;alta
Quero saber data de vencimento do título. Preciso me planejar pra reinvestir.;investimento;media
Meu token expirou e não consigo gerar novo. Não consigo fazer operações.;seguranca;media
O sistema só oferece poucas parcelas com valor alto. Preciso dividir porque não consigo pagar à vista.;cartao;media
Clonaram meu WhatsApp e pedem pix usando minha chave. Recebi reclamações de várias pessoas.;pix;alta
Resgate parcial e saldo restante errado. Deveria ter vindo mais pelo rendimento.;investimento;media
Chat funciona no fim de semana?. Tentei domingo e indisponível.;atendimento;baixa
Atendente passou informação errada. A informação tava errada.;atendimento;alta
Meu investimento de R$ 2.637,54 foi liquidado sem eu pedir. Não fui eu. Não posso ficar sem acesso à minha conta. Grato pela atenção.;investimento;alta
Boa tarde. Dividendos com valor errado. Antes caíam certinho todo mês.;investimento;media
Mudei de nome e quero atualizar nos documentos do banco. Qual o processo. Desde já agradeço.;cadastro;baixa
Atendente derrubou ligação na transferência. Tive q explicar tudo de novo. Preciso resolver isso em breve. Conto com vocês.;atendimento;media
Consignado debitando mas não contratei. Meu salário veio a menos.;emprestimo;alta
Alô. Documentos enviados e cadastro não atualizou. Preciso que validem. Queria que agilizassem. Agradeço a atenção.;cadastro;media
Fiz quitação e cobraram mais que o informado. O desconto deveria ser maior pela antecipação. É mais pra controle mesmo.;emprestimo;baixa
Olá, bom dia. Meu telefone no cadastro tá errado. Mandei documentos e ninguém atualizou.;conta;baixa
Pedi portabilidade há essa semana e não liberam. Preciso que liberem portabilidade. Já faz um tempo e não resolveram.;emprestimo;media
Quero comprovante de renda pro financiamento. O app não gera esse documento. Podem me ajudar?;conta;baixa
Preciso do histórico de pagamentos. Quero conferir cláusulas.;emprestimo;baixa
Olá. Qual horário do atendimento por telefone?. Tentei domingo e indisponível. Tô só conferindo. Podem me ajudar?;atendimento;baixa
Preciso de orientação pra declarar Tesouro IPCA. Preciso do informe.;investimento;baixa
Chat funciona no fim de semana?. Mandei mensagem mês passado e ninguém respondeu. Só pra eu saber. Obrigado.;atendimento;baixa
O comprovante do pix não aparece no histórico. Preciso mostrar pro fornecedor que paguei.;pix;baixa
Cobraram manutenção mas conta é digital. Quero entender essa cobrança. Já faz um tempo e não resolveram.;conta;media
Oi, boa noite. Cobrando dívida que já prescreveu. Quero registrar reclamação formal.;emprestimo;alta
Nunca investi e quero entender as opções. Quero entender riscos. Se puderem olhar com atenção.;investimento;media
Quero cancelar recebimento de correspondência física. Quero ajudar o meio ambiente.;cadastro;baixa
Boa tarde. Disseram que escalariam pra equipe técnica. Prazo venceu e nem atualização recebi. Preciso de uma solução em breve.;atendimento;media
Quero encerrar mas o app diz que tem pendências. Qual o procedimento. Quero resolver com calma.;conta;baixa
Bom dia. Como mudo o dia de fechamento. É possível pelo app. Pode responder quando der.;cartao;baixa
Boa tarde. Alguém resgatou meu LCI de 588 reais sem autorização. ñ fui eu.;investimento;media
Parcela atrasou porque boleto não foi gerado. Tô passando por dificuldades financeiras.;emprestimo;media
Tem cobrança de R$ 1.623,51 na fatura que não reconheço. Nunca autorizei esse serviço.;cartao;media
Preciso pausar pagamentos do empréstimo por faz duas semanas. Tem como suspender temporariamente.;emprestimo;media
Oi, boa noite. Quero gerar QR code pra cobranças. Vi propaganda sobre isso. Nada grave. Desde já agradeço.;pix;baixa
Errei a chave do pix e transferi R$ 3.781,27 pra pessoa errada. O valor era pra Fernanda e foi pra outra pessoa. Não consigo fazer nenhuma operação financeira.;pix;alta
Valor de quitação tá muito alto. Qual o saldo devedor atualizado. É só uma dúvida.;emprestimo;baixa
Opa. Tentei várias vezes atualizar e não vai. Preciso atualizar pra receber cartão. Preciso de uma solução em breve. Podem me ajudar?;cadastro;media
Devolvi produto na Havan de R$ 2.158,63 e estorno não apareceu. Quero que bloqueiem cobranças dessa loja.;cartao;media
IR no resgate veio muito alto. Quero calcular antes de resgatar.;investimento;baixa
Oi, boa noite. Vocês prometeram responder em 10 dias e já passou. Vou reclamar no Reclame Aqui. Agradeço a atenção.;atendimento;media
Olá. Mandei email pro SAC há duas semanas e sem resposta. Problema continua igual. Preciso de uma posição. Fico no aguardo.;atendimento;media
Boa noite. Quero gerar QR code pra cobranças. Preciso entender pra me organizar. Aguardo retorno.;pix;baixa
